"Plot Title: 20415920 (Agat)"
"#","Date Time, GMT+10:00","Temp, °C (LGR S/N: 20415920, SEN S/N: 20415920)","Intensity, Lux (LGR S/N: 20415920, SEN S/N: 20415920)","Coupler Attached (LGR S/N: 20415920)","Host Connected (LGR S/N: 20415920)","Stopped (LGR S/N: 20415920)","End Of File (LGR S/N: 20415920)"
1,10/21/19 02:00:00 PM,26.390,236.8,,,,
2,10/21/19 02:30:00 PM,22.429,0.0,,,,
3,10/21/19 03:00:00 PM,21.951,0.0,,,,
4,10/21/19 03:30:00 PM,21.951,0.0,,,,
5,10/21/19 04:00:00 PM,21.951,0.0,,,,
6,10/21/19 04:30:00 PM,21.951,0.0,,,,
7,10/21/19 05:00:00 PM,22.046,0.0,,,,
8,10/21/19 05:30:00 PM,22.046,0.0,,,,
9,10/21/19 06:00:00 PM,22.046,0.0,,,,
10,10/21/19 06:30:00 PM,21.951,0.0,,,,
11,10/21/19 07:00:00 PM,21.951,0.0,,,,
12,10/21/19 07:30:00 PM,21.855,0.0,,,,
13,10/21/19 08:00:00 PM,21.760,0.0,,,,
14,10/21/19 08:30:00 PM,21.664,0.0,,,,
15,10/21/19 09:00:00 PM,21.569,0.0,,,,
16,10/21/19 09:30:00 PM,21.473,0.0,,,,
17,10/21/19 10:00:00 PM,21.378,0.0,,,,
18,10/21/19 10:30:00 PM,21.378,0.0,,,,
19,10/21/19 11:00:00 PM,21.282,0.0,,,,
20,10/21/19 11:30:00 PM,21.187,0.0,,,,
21,10/22/19 12:00:00 AM,21.378,0.0,,,,
22,10/22/19 12:30:00 AM,21.760,0.0,,,,
23,10/22/19 01:00:00 AM,21.951,0.0,,,,
24,10/22/19 01:30:00 AM,22.046,0.0,,,,
25,10/22/19 02:00:00 AM,22.142,0.0,,,,
26,10/22/19 02:30:00 AM,22.238,0.0,,,,
27,10/22/19 03:00:00 AM,21.951,0.0,,,,
28,10/22/19 03:30:00 AM,21.664,0.0,,,,
29,10/22/19 04:00:00 AM,21.473,0.0,,,,
30,10/22/19 04:30:00 AM,21.378,0.0,,,,
31,10/22/19 05:00:00 AM,21.569,0.0,,,,
32,10/22/19 05:30:00 AM,21.951,0.0,,,,
33,10/22/19 06:00:00 AM,22.046,0.0,,,,
34,10/22/19 06:30:00 AM,22.142,0.0,,,,
35,10/22/19 07:00:00 AM,22.238,0.0,,,,
36,10/22/19 07:30:00 AM,21.951,0.0,,,,
37,10/22/19 08:00:00 AM,22.142,0.0,,,,
38,10/22/19 08:30:00 AM,22.238,0.0,,,,
39,10/22/19 09:00:00 AM,22.333,0.0,,,,
40,10/22/19 09:30:00 AM,22.238,0.0,,,,
41,10/22/19 10:00:00 AM,22.238,0.0,,,,
42,10/22/19 10:30:00 AM,22.238,0.0,,,,
43,10/22/19 11:00:00 AM,22.333,0.0,,,,
44,10/22/19 11:30:00 AM,22.333,0.0,,,,
45,10/22/19 12:00:00 PM,22.429,0.0,,,,
46,10/22/19 12:30:00 PM,22.429,0.0,,,,
