"Plot Title: 10766779"
"#","Date Time, GMT+10:00","Abs Pres, kPa (LGR S/N: 10766779, SEN S/N: 10766779)","Temp, °C (LGR S/N: 10766779, SEN S/N: 10766779)","Coupler Detached (LGR S/N: 10766779)","Coupler Attached (LGR S/N: 10766779)","Stopped (LGR S/N: 10766779)","End Of File (LGR S/N: 10766779)"
1,09/13/16 09:50:00 AM,162.497,30.054,Logged,,,
2,09/13/16 10:00:00 AM,162.515,29.853,,,,
3,09/13/16 10:10:00 AM,162.522,29.953,,,,
4,09/13/16 10:20:00 AM,162.536,30.154,,,,
5,09/13/16 10:30:00 AM,162.550,30.356,,,,
6,09/13/16 10:40:00 AM,162.564,30.558,,,,
7,09/13/16 10:50:00 AM,162.578,30.760,,,,
8,09/13/16 11:00:00 AM,162.592,30.963,,,,
9,09/13/16 11:10:00 AM,162.599,31.064,,,,
10,09/13/16 11:20:00 AM,162.599,31.064,,,,
11,09/13/16 11:30:00 AM,162.606,31.166,,,,
12,09/13/16 11:40:00 AM,162.613,31.268,,,,
13,09/13/16 11:50:00 AM,162.620,31.370,,,,
14,09/13/16 12:00:00 PM,162.627,31.472,,,,
15,09/13/16 12:10:00 PM,162.641,31.676,,,,
16,09/13/16 12:20:00 PM,162.687,32.188,,,,
17,09/13/16 12:30:00 PM,162.732,33.014,,,,
18,09/13/16 12:40:00 PM,162.785,33.639,,,,
19,09/13/16 12:50:00 PM,162.799,33.848,,,,
20,09/13/16 01:00:00 PM,162.764,33.326,,,,
21,09/13/16 01:10:00 PM,162.757,33.222,,,,
22,09/13/16 01:20:00 PM,162.743,33.014,,,,
23,09/13/16 01:30:00 PM,162.687,32.188,,,,
24,09/13/16 01:40:00 PM,162.652,31.676,,,,
25,09/13/16 01:50:00 PM,162.627,31.166,,,,
26,09/13/16 02:00:00 PM,162.606,30.862,,,,
27,09/13/16 02:10:00 PM,162.592,30.659,,,,
28,09/13/16 02:20:00 PM,162.592,30.659,,,,
29,09/13/16 02:30:00 PM,162.592,30.659,,,,
30,09/13/16 02:40:00 PM,162.578,30.457,,,,
31,09/13/16 02:50:00 PM,162.589,30.457,,,,
32,09/13/16 03:00:00 PM,162.589,30.457,,,,
33,09/13/16 03:10:00 PM,162.582,30.356,,,,
34,09/13/16 03:20:00 PM,162.575,30.255,,,,
35,09/13/16 03:30:00 PM,162.582,30.356,,,,
36,09/13/16 03:40:00 PM,162.589,30.457,,,,
37,09/13/16 03:50:00 PM,162.596,30.558,,,,
38,09/13/16 04:00:00 PM,162.596,30.558,,,,
39,09/13/16 04:10:00 PM,162.582,30.356,,,,
40,09/13/16 04:20:00 PM,162.589,30.457,,,,
41,09/13/16 04:30:00 PM,162.582,30.356,,,,
42,09/13/16 04:40:00 PM,162.575,30.255,,,,
43,09/13/16 04:50:00 PM,162.579,30.154,,,,
44,09/13/16 05:00:00 PM,162.561,30.054,,,,
45,09/13/16 05:10:00 PM,162.561,30.054,,,,
46,09/13/16 05:20:00 PM,162.572,30.054,,,,
47,09/13/16 05:30:00 PM,162.572,30.054,,,,
48,09/13/16 05:40:00 PM,162.572,30.054,,,,
49,09/13/16 05:50:00 PM,162.572,30.054,,,,
50,09/13/16 06:00:00 PM,162.572,30.054,,,,
51,09/13/16 06:10:00 PM,162.572,30.054,,,,
52,09/13/16 06:20:00 PM,162.554,29.953,,,,
53,09/13/16 06:30:00 PM,162.547,29.853,,,,
54,09/13/16 06:40:00 PM,162.540,29.752,,,,
55,09/13/16 06:50:00 PM,162.544,29.652,,,,
56,09/13/16 07:00:00 PM,162.533,29.652,,,,
57,09/13/16 07:10:00 PM,162.526,29.552,,,,
58,09/13/16 07:20:00 PM,162.526,29.552,,,,
59,09/13/16 07:30:00 PM,162.526,29.552,,,,
60,09/13/16 07:40:00 PM,162.519,29.452,,,,
61,09/13/16 07:50:00 PM,162.519,29.452,,,,
62,09/13/16 08:00:00 PM,162.526,29.552,,,,
63,09/13/16 08:10:00 PM,162.526,29.552,,,,
64,09/13/16 08:20:00 PM,162.533,29.652,,,,
65,09/13/16 08:30:00 PM,162.533,29.652,,,,
66,09/13/16 08:40:00 PM,162.533,29.652,,,,
67,09/13/16 08:50:00 PM,162.526,29.552,,,,
68,09/13/16 09:00:00 PM,162.519,29.452,,,,
69,09/13/16 09:10:00 PM,162.519,29.452,,,,
70,09/13/16 09:20:00 PM,162.512,29.352,,,,
71,09/13/16 09:30:00 PM,162.501,29.352,,,,
72,09/13/16 09:40:00 PM,162.501,29.352,,,,
73,09/13/16 09:50:00 PM,162.494,29.252,,,,
74,09/13/16 10:00:00 PM,162.494,29.252,,,,
75,09/13/16 10:10:00 PM,162.494,29.252,,,,
76,09/13/16 10:20:00 PM,162.494,29.252,,,,
77,09/13/16 10:30:00 PM,162.494,29.252,,,,
78,09/13/16 10:40:00 PM,162.494,29.252,,,,
79,09/13/16 10:50:00 PM,162.494,29.252,,,,
80,09/13/16 11:00:00 PM,162.494,29.252,,,,
81,09/13/16 11:10:00 PM,162.494,29.252,,,,
82,09/13/16 11:20:00 PM,162.494,29.252,,,,
83,09/13/16 11:30:00 PM,162.494,29.252,,,,
84,09/13/16 11:40:00 PM,162.494,29.252,,,,
85,09/13/16 11:50:00 PM,162.487,29.152,,,,
86,09/14/16 12:00:00 AM,162.487,29.152,,,,
87,09/14/16 12:10:00 AM,162.494,29.252,,,,
88,09/14/16 12:20:00 AM,162.487,29.152,,,,
89,09/14/16 12:30:00 AM,162.487,29.152,,,,
90,09/14/16 12:40:00 AM,162.487,29.152,,,,
91,09/14/16 12:50:00 AM,162.480,29.053,,,,
92,09/14/16 01:00:00 AM,162.480,29.053,,,,
93,09/14/16 01:10:00 AM,162.480,29.053,,,,
94,09/14/16 01:20:00 AM,162.480,29.053,,,,
