"Plot Title: 10932527_brick8"
"#","Date Time, GMT+10:00","Abs Pres, kPa (LGR S/N: 10932527, SEN S/N: 10932527, LBL: Abs pressure brick8)","Temp, °C (LGR S/N: 10932527, SEN S/N: 10932527, LBL: Temp brick8)","Coupler Detached (LGR S/N: 10932527)","Coupler Attached (LGR S/N: 10932527)","Stopped (LGR S/N: 10932527)","End Of File (LGR S/N: 10932527)"
1,09/26/17 09:50:00 AM,112.993,30.154,Logged,,,
2,09/26/17 10:00:00 AM,113.472,30.255,,,,
3,09/26/17 10:10:00 AM,113.357,30.356,,,,
4,09/26/17 10:20:00 AM,113.466,30.356,,,,
5,09/26/17 10:30:00 AM,113.480,30.457,,,,
6,09/26/17 10:40:00 AM,113.747,30.457,,,,
7,09/26/17 10:50:00 AM,113.608,30.457,,,,
8,09/26/17 11:00:00 AM,114.045,30.457,,,,
9,09/26/17 11:10:00 AM,114.088,30.558,,,,
10,09/26/17 11:20:00 AM,114.247,30.558,,,,
11,09/26/17 11:30:00 AM,114.296,30.558,,,,
12,09/26/17 11:40:00 AM,114.247,30.558,,,,
13,09/26/17 11:50:00 AM,114.603,30.558,,,,
14,09/26/17 12:00:00 PM,114.395,30.558,,,,
15,09/26/17 12:10:00 PM,114.726,30.659,,,,
16,09/26/17 12:20:00 PM,114.508,30.659,,,,
17,09/26/17 12:30:00 PM,114.607,30.659,,,,
18,09/26/17 12:40:00 PM,114.422,30.760,,,,
19,09/26/17 12:50:00 PM,114.561,30.760,,,,
20,09/26/17 01:00:00 PM,114.740,30.760,,,,
21,09/26/17 01:10:00 PM,114.485,30.862,,,,
22,09/26/17 01:20:00 PM,114.416,30.862,,,,
23,09/26/17 01:30:00 PM,114.218,30.862,,,,
24,09/26/17 01:40:00 PM,114.182,30.963,,,,
25,09/26/17 01:50:00 PM,114.301,30.963,,,,
26,09/26/17 02:00:00 PM,114.529,30.963,,,,
27,09/26/17 02:10:00 PM,113.934,30.963,,,,
28,09/26/17 02:20:00 PM,113.914,30.963,,,,
29,09/26/17 02:30:00 PM,114.142,30.963,,,,
30,09/26/17 02:40:00 PM,114.314,31.064,,,,
31,09/26/17 02:50:00 PM,113.729,31.064,,,,
32,09/26/17 03:00:00 PM,113.878,31.064,,,,
33,09/26/17 03:10:00 PM,113.626,30.963,,,,
34,09/26/17 03:20:00 PM,113.603,30.862,,,,
35,09/26/17 03:30:00 PM,113.712,30.862,,,,
36,09/26/17 03:40:00 PM,113.282,30.760,,,,
37,09/26/17 03:50:00 PM,113.580,30.760,,,,
38,09/26/17 04:00:00 PM,113.401,30.760,,,,
39,09/26/17 04:10:00 PM,113.054,30.760,,,,
40,09/26/17 04:20:00 PM,113.193,30.760,,,,
41,09/26/17 04:30:00 PM,113.262,30.760,,,,
42,09/26/17 04:40:00 PM,113.054,30.760,,,,
43,09/26/17 04:50:00 PM,113.163,30.760,,,,
44,09/26/17 05:00:00 PM,113.163,30.760,,,,
45,09/26/17 05:10:00 PM,113.233,30.760,,,,
46,09/26/17 05:20:00 PM,113.044,30.760,,,,
47,09/26/17 05:30:00 PM,113.044,30.760,,,,
48,09/26/17 05:40:00 PM,112.807,30.760,,,,
49,09/26/17 05:50:00 PM,112.882,30.659,,,,
50,09/26/17 06:00:00 PM,112.909,30.558,,,,
51,09/26/17 06:10:00 PM,112.909,30.558,,,,
52,09/26/17 06:20:00 PM,112.829,30.558,,,,
53,09/26/17 06:30:00 PM,112.839,30.558,,,,
54,09/26/17 06:40:00 PM,112.899,30.558,,,,
55,09/26/17 06:50:00 PM,113.136,30.558,,,,
56,09/26/17 07:00:00 PM,113.057,30.558,,,,
57,09/26/17 07:10:00 PM,113.054,30.457,,,,
58,09/26/17 07:20:00 PM,113.127,30.558,,,,
59,09/26/17 07:30:00 PM,113.275,30.558,,,,
60,09/26/17 07:40:00 PM,113.727,30.457,,,,
61,09/26/17 07:50:00 PM,113.311,30.457,,,,
62,09/26/17 08:00:00 PM,113.724,30.356,,,,
63,09/26/17 08:10:00 PM,113.506,30.356,,,,
64,09/26/17 08:20:00 PM,113.803,30.356,,,,
65,09/26/17 08:30:00 PM,113.754,30.356,,,,
66,09/26/17 08:40:00 PM,114.027,30.255,,,,
67,09/26/17 08:50:00 PM,114.047,30.255,,,,
68,09/26/17 09:00:00 PM,114.206,30.255,,,,
69,09/26/17 09:10:00 PM,114.484,30.255,,,,
70,09/26/17 09:20:00 PM,114.484,30.255,,,,
71,09/26/17 09:30:00 PM,114.404,30.255,,,,
72,09/26/17 09:40:00 PM,114.553,30.255,,,,
73,09/26/17 09:50:00 PM,114.467,30.356,,,,
74,09/26/17 10:00:00 PM,114.894,30.356,,,,
75,09/26/17 10:10:00 PM,114.487,30.356,,,,
76,09/26/17 10:20:00 PM,114.715,30.356,,,,
77,09/26/17 10:30:00 PM,114.368,30.356,,,,
78,09/26/17 10:40:00 PM,114.642,30.255,,,,
79,09/26/17 10:50:00 PM,114.444,30.255,,,,
80,09/26/17 11:00:00 PM,114.454,30.255,,,,
81,09/26/17 11:10:00 PM,114.543,30.255,,,,
82,09/26/17 11:20:00 PM,114.474,30.255,,,,
83,09/26/17 11:30:00 PM,114.979,30.255,,,,
84,09/26/17 11:40:00 PM,114.593,30.255,,,,
85,09/26/17 11:50:00 PM,114.493,30.255,,,,
86,09/27/17 12:00:00 AM,114.672,30.255,,,,
87,09/27/17 12:10:00 AM,114.678,30.154,,,,
88,09/27/17 12:20:00 AM,114.470,30.154,,,,
89,09/27/17 12:30:00 AM,114.520,30.154,,,,
90,09/27/17 12:40:00 AM,114.381,30.154,,,,
91,09/27/17 12:50:00 AM,113.945,30.154,,,,
92,09/27/17 01:00:00 AM,113.717,30.154,,,,
93,09/27/17 01:10:00 AM,113.770,30.255,,,,
94,09/27/17 01:20:00 AM,113.558,30.154,,,,
95,09/27/17 01:30:00 AM,113.439,30.154,,,,
96,09/27/17 01:40:00 AM,113.191,30.154,,,,
97,09/27/17 01:50:00 AM,113.069,30.054,,,,
98,09/27/17 02:00:00 AM,112.712,30.054,,,,
99,09/27/17 02:10:00 AM,112.722,30.054,,,,
100,09/27/17 02:20:00 AM,112.633,30.054,,,,
101,09/27/17 02:30:00 AM,112.633,30.054,,,,
102,09/27/17 02:40:00 AM,112.653,30.054,,,,
103,09/27/17 02:50:00 AM,112.524,30.054,,,,
104,09/27/17 03:00:00 AM,112.118,30.054,,,,
105,09/27/17 03:10:00 AM,112.059,30.054,,,,
106,09/27/17 03:20:00 AM,112.095,29.953,,,,
107,09/27/17 03:30:00 AM,111.709,29.953,,,,
108,09/27/17 03:40:00 AM,111.422,29.953,,,,
109,09/27/17 03:50:00 AM,111.280,29.853,,,,
110,09/27/17 04:00:00 AM,111.053,29.853,,,,
111,09/27/17 04:10:00 AM,110.796,29.853,,,,
112,09/27/17 04:20:00 AM,110.746,29.853,,,,
113,09/27/17 04:30:00 AM,110.515,29.752,,,,
114,09/27/17 04:40:00 AM,110.462,29.652,,,,
115,09/27/17 04:50:00 AM,110.195,29.652,,,,
116,09/27/17 05:00:00 AM,110.403,29.652,,,,
117,09/27/17 05:10:00 AM,110.225,29.652,,,,
118,09/27/17 05:20:00 AM,110.182,29.552,,,,
119,09/27/17 05:30:00 AM,109.846,29.552,,,,
120,09/27/17 05:40:00 AM,109.886,29.552,,,,
121,09/27/17 05:50:00 AM,109.905,29.552,,,,
122,09/27/17 06:00:00 AM,109.777,29.552,,,,
123,09/27/17 06:10:00 AM,109.599,29.552,,,,
124,09/27/17 06:20:00 AM,109.685,29.452,,,,
125,09/27/17 06:30:00 AM,109.740,29.352,,,,
126,09/27/17 06:40:00 AM,109.829,29.352,,,,
127,09/27/17 06:50:00 AM,109.856,29.252,,,,
128,09/27/17 07:00:00 AM,110.030,29.152,,,,
